jnr_sm_id,lead_id,lead_stage,call_done_date,call_status,call_reason
JNR1004MG,USR1066,lead,1/10/2022,successful,demo_not_attended
JNR1004MG,USR1066,lead,1/10/2022,unsuccessful,demo_not_attended
JNR1004MG,USR1066,lead,1/10/2022,successful,demo_not_attended
JNR1004MG,USR1067,lead,1/8/2022,successful,lead_introduction
JNR1004MG,USR1067,lead,1/10/2022,successful,demo_schedule
JNR1004MG,USR1067,lead,1/10/2022,successful,demo_not_attended
JNR1004MG,USR1067,lead,1/10/2022,successful,demo_not_attended
JNR1004MG,USR1067,awareness,1/10/2022,successful,post_demo_followup
JNR1004MG,USR1067,consideration,1/11/2022,unsuccessful,interested_for_conversion
JNR1004MG,USR1067,consideration,1/12/2022,successful,interested_for_conversion
JNR1004MG,USR1067,consideration,1/11/2022,unsuccessful,interested_for_conversion
JNR1004MG,USR1068,lead,1/8/2022,unsuccessful,lead_introduction
JNR1004MG,USR1068,lead,1/8/2022,successful,lead_introduction
JNR1004MG,USR1068,lead,1/10/2022,successful,demo_schedule
JNR1004MG,USR1068,lead,1/11/2022,successful,demo_not_attended
JNR1004MG,USR1068,lead,1/11/2022,successful,demo_not_attended
JNR1004MG,USR1069,lead,1/8/2022,successful,lead_introduction
JNR1004MG,USR1069,lead,1/9/2022,successful,demo_schedule
JNR1004MG,USR1069,lead,1/10/2022,successful,demo_not_attended
JNR1004MG,USR1070,lead,1/8/2022,unsuccessful,lead_introduction
JNR1004MG,USR1070,lead,1/9/2022,successful,lead_introduction
JNR1004MG,USR1070,lead,1/10/2022,successful,demo_schedule
JNR1004MG,USR1070,lead,1/14/2022,successful,demo_not_attended
JNR1004MG,USR1070,lead,1/14/2022,successful,demo_not_attended
JNR1004MG,USR1070,lead,1/14/2022,successful,demo_not_attended
JNR1004MG,USR1070,awareness,1/14/2022,successful,post_demo_followup
JNR1004MG,USR1071,lead,1/15/2022,successful,lead_introduction
JNR1004MG,USR1071,lead,1/17/2022,successful,demo_schedule
JNR1004MG,USR1071,lead,1/20/2022,successful,demo_not_attended
JNR1004MG,USR1071,lead,1/20/2022,successful,demo_not_attended
JNR1004MG,USR1071,lead,1/20/2022,unsuccessful,demo_not_attended
JNR1004MG,USR1071,lead,1/20/2022,successful,demo_not_attended
JNR1004MG,USR1071,awareness,1/20/2022,successful,post_demo_followup
JNR1004MG,USR1071,consideration,1/21/2022,unsuccessful,interested_for_conversion
JNR1004MG,USR1071,consideration,1/22/2022,unsuccessful,interested_for_conversion
JNR1004MG,USR1071,consideration,1/22/2022,successful,interested_for_conversion
JNR1004MG,USR1072,lead,1/15/2022,successful,lead_introduction
JNR1004MG,USR1072,lead,1/15/2022,successful,demo_schedule
JNR1004MG,USR1072,lead,1/17/2022,successful,demo_not_attended
JNR1004MG,USR1072,lead,1/17/2022,successful,demo_not_attended
JNR1004MG,USR1072,awareness,1/17/2022,successful,post_demo_followup
JNR1004MG,USR1072,consideration,1/18/2022,unsuccessful,interested_for_conversion
JNR1004MG,USR1072,consideration,1/19/2022,unsuccessful,interested_for_conversion
JNR1004MG,USR1072,consideration,1/20/2022,successful,interested_for_conversion
JNR1004MG,USR1072,conversion,1/19/2022,successful,successful_conversion
JNR1004MG,USR1073,lead,1/17/2022,unsuccessful,lead_introduction
JNR1004MG,USR1073,lead,1/18/2022,successful,lead_introduction
JNR1004MG,USR1073,lead,1/20/2022,unsuccessful,demo_schedule
JNR1004MG,USR1073,lead,1/19/2022,successful,demo_schedule
JNR1004MG,USR1073,lead,1/19/2022,successful,demo_not_attended
JNR1004MG,USR1073,lead,1/19/2022,successful,demo_not_attended
JNR1004MG,USR1073,awareness,1/19/2022,successful,post_demo_followup
JNR1004MG,USR1073,consideration,1/20/2022,successful,interested_for_conversion
JNR1004MG,USR1073,consideration,1/21/2022,successful,followup_for_conversion
JNR1004MG,USR1073,consideration,1/21/2022,successful,followup_for_conversion
JNR1004MG,USR1073,conversion,1/21/2022,successful,successful_conversion
JNR1004MG,USR1074,lead,1/17/2022,successful,lead_introduction
JNR1004MG,USR1074,lead,1/18/2022,successful,demo_schedule
JNR1004MG,USR1075,lead,1/15/2022,unsuccessful,lead_introduction
JNR1004MG,USR1075,lead,1/16/2022,successful,lead_introduction
JNR1004MG,USR1075,lead,1/18/2022,successful,demo_schedule
JNR1004MG,USR1075,lead,1/18/2022,successful,demo_not_attended
JNR1004MG,USR1075,lead,1/18/2022,successful,demo_not_attended
JNR1004MG,USR1075,lead,1/18/2022,successful,demo_not_attended
JNR1004MG,USR1075,awareness,1/18/2022,successful,post_demo_followup
JNR1004MG,USR1076,lead,2/19/2022,successful,lead_introduction
JNR1004MG,USR1076,lead,2/21/2022,successful,demo_schedule
JNR1004MG,USR1077,lead,2/19/2022,successful,lead_introduction
JNR1004MG,USR1077,lead,2/20/2022,successful,demo_schedule
JNR1004MG,USR1077,lead,2/23/2022,successful,demo_not_attended
JNR1004MG,USR1077,lead,2/23/2022,successful,demo_not_attended
JNR1004MG,USR1077,lead,2/23/2022,unsuccessful,demo_not_attended
JNR1004MG,USR1077,lead,2/23/2022,successful,demo_not_attended
JNR1004MG,USR1077,awareness,2/23/2022,successful,post_demo_followup
JNR1004MG,USR1077,consideration,2/24/2022,successful,interested_for_conversion
JNR1004MG,USR1077,consideration,2/25/2022,unsuccessful,followup_for_conversion
JNR1004MG,USR1077,consideration,2/25/2022,successful,followup_for_conversion
JNR1004MG,USR1078,lead,2/19/2022,unsuccessful,lead_introduction
JNR1004MG,USR1078,lead,2/19/2022,successful,lead_introduction
JNR1004MG,USR1078,lead,2/20/2022,successful,demo_schedule
JNR1004MG,USR1078,lead,2/22/2022,successful,demo_not_attended
JNR1004MG,USR1078,lead,2/22/2022,successful,demo_not_attended
JNR1004MG,USR1078,lead,2/22/2022,successful,demo_not_attended
JNR1004MG,USR1078,awareness,2/22/2022,successful,post_demo_followup
JNR1004MG,USR1079,lead,2/19/2022,successful,lead_introduction
JNR1004MG,USR1079,lead,2/21/2022,successful,demo_schedule
JNR1004MG,USR1079,lead,2/22/2022,successful,demo_not_attended
JNR1004MG,USR1079,lead,2/22/2022,successful,demo_not_attended
JNR1004MG,USR1080,lead,2/19/2022,unsuccessful,lead_introduction
JNR1004MG,USR1080,lead,2/20/2022,successful,lead_introduction
JNR1004MG,USR1080,lead,2/20/2022,successful,demo_schedule
JNR1004MG,USR1080,lead,2/21/2022,successful,demo_not_attended
JNR1005MG,USR1081,lead,1/3/2022,successful,lead_introduction
JNR1005MG,USR1081,lead,1/5/2022,successful,demo_schedule
JNR1005MG,USR1082,lead,1/4/2022,successful,lead_introduction
JNR1005MG,USR1082,lead,1/5/2022,successful,demo_schedule
JNR1005MG,USR1082,lead,1/5/2022,successful,demo_not_attended
JNR1005MG,USR1082,lead,1/5/2022,successful,demo_not_attended
JNR1005MG,USR1082,lead,1/5/2022,unsuccessful,demo_not_attended
JNR1005MG,USR1082,lead,1/5/2022,successful,demo_not_attended
JNR1005MG,USR1082,awareness,1/5/2022,successful,post_demo_followup
JNR1005MG,USR1082,consideration,1/6/2022,unsuccessful,interested_for_conversion
JNR1005MG,USR1082,consideration,1/7/2022,successful,followup_for_conversion
JNR1005MG,USR1082,consideration,1/6/2022,successful,interested_for_conversion
JNR1005MG,USR1083,lead,1/5/2022,unsuccessful,lead_introduction
JNR1005MG,USR1083,lead,1/6/2022,successful,lead_introduction
JNR1005MG,USR1083,lead,1/7/2022,successful,demo_schedule
JNR1005MG,USR1083,lead,1/8/2022,successful,demo_not_attended
JNR1005MG,USR1083,lead,1/8/2022,successful,demo_not_attended
JNR1005MG,USR1083,lead,1/8/2022,successful,demo_not_attended
JNR1005MG,USR1083,awareness,1/8/2022,successful,post_demo_followup
JNR1005MG,USR1084,lead,1/1/2022,successful,lead_introduction
JNR1005MG,USR1084,lead,1/3/2022,successful,demo_schedule
JNR1005MG,USR1085,lead,1/1/2022,unsuccessful,lead_introduction
JNR1005MG,USR1085,lead,1/2/2022,successful,lead_introduction
JNR1005MG,USR1085,lead,1/4/2022,successful,demo_schedule
JNR1005MG,USR1085,lead,1/4/2022,successful,demo_not_attended
JNR1005MG,USR1086,lead,1/8/2022,successful,lead_introduction
JNR1005MG,USR1086,lead,1/9/2022,successful,demo_schedule
JNR1005MG,USR1086,lead,1/9/2022,successful,demo_not_attended
JNR1005MG,USR1086,lead,1/9/2022,successful,demo_not_attended
JNR1005MG,USR1086,lead,1/9/2022,unsuccessful,demo_not_attended
JNR1005MG,USR1086,lead,1/9/2022,successful,demo_not_attended
JNR1005MG,USR1087,lead,1/8/2022,successful,lead_introduction
JNR1005MG,USR1087,lead,1/9/2022,successful,demo_schedule
JNR1005MG,USR1087,lead,1/10/2022,successful,demo_not_attended
JNR1005MG,USR1087,lead,1/10/2022,successful,demo_not_attended
JNR1005MG,USR1087,awareness,1/10/2022,successful,post_demo_followup
JNR1005MG,USR1087,consideration,1/10/2022,unsuccessful,interested_for_conversion
JNR1005MG,USR1087,consideration,1/11/2022,successful,followup_for_conversion
JNR1005MG,USR1087,consideration,1/10/2022,successful,interested_for_conversion
JNR1005MG,USR1088,lead,1/8/2022,unsuccessful,lead_introduction
JNR1005MG,USR1088,lead,1/8/2022,successful,lead_introduction
JNR1005MG,USR1088,lead,1/10/2022,successful,demo_schedule
JNR1005MG,USR1088,lead,1/10/2022,successful,demo_not_attended
JNR1005MG,USR1088,lead,1/10/2022,successful,demo_not_attended
JNR1005MG,USR1089,lead,1/8/2022,successful,lead_introduction
JNR1005MG,USR1089,lead,1/10/2022,successful,demo_schedule
JNR1005MG,USR1089,lead,1/10/2022,successful,demo_not_attended
JNR1005MG,USR1090,lead,1/8/2022,unsuccessful,lead_introduction
JNR1005MG,USR1090,lead,1/9/2022,successful,lead_introduction
JNR1005MG,USR1090,lead,1/10/2022,successful,demo_schedule
JNR1005MG,USR1090,lead,1/14/2022,successful,demo_not_attended
JNR1005MG,USR1090,lead,1/14/2022,successful,demo_not_attended
JNR1005MG,USR1090,lead,1/14/2022,successful,demo_not_attended
JNR1005MG,USR1090,awareness,1/14/2022,successful,post_demo_followup
JNR1005MG,USR1091,lead,1/17/2022,successful,lead_introduction
JNR1005MG,USR1091,lead,1/18/2022,successful,demo_schedule
JNR1005MG,USR1091,lead,1/20/2022,successful,demo_not_attended
JNR1005MG,USR1091,lead,1/20/2022,successful,demo_not_attended
JNR1005MG,USR1091,lead,1/20/2022,unsuccessful,demo_not_attended
JNR1005MG,USR1091,lead,1/20/2022,successful,demo_not_attended
JNR1005MG,USR1091,awareness,1/20/2022,successful,post_demo_followup
JNR1005MG,USR1091,consideration,1/20/2022,successful,interested_for_conversion
JNR1005MG,USR1091,consideration,1/21/2022,unsuccessful,followup_for_conversion
JNR1005MG,USR1091,consideration,1/22/2022,successful,followup_for_conversion
JNR1005MG,USR1092,lead,1/18/2022,successful,lead_introduction
JNR1005MG,USR1092,lead,1/20/2022,successful,demo_schedule
JNR1005MG,USR1092,lead,1/21/2022,successful,demo_not_attended
JNR1005MG,USR1092,lead,1/21/2022,successful,demo_not_attended
JNR1005MG,USR1092,awareness,1/21/2022,successful,post_demo_followup
JNR1005MG,USR1092,consideration,1/21/2022,unsuccessful,interested_for_conversion
JNR1005MG,USR1092,consideration,1/22/2022,successful,followup_for_conversion
JNR1005MG,USR1092,consideration,1/21/2022,successful,interested_for_conversion
JNR1005MG,USR1092,conversion,1/22/2022,successful,successful_conversion
JNR1005MG,USR1093,lead,1/19/2022,unsuccessful,lead_introduction
JNR1005MG,USR1093,lead,1/20/2022,successful,lead_introduction
JNR1005MG,USR1093,lead,1/20/2022,unsuccessful,demo_schedule
JNR1005MG,USR1093,lead,1/22/2022,successful,demo_schedule
JNR1005MG,USR1093,lead,1/27/2022,successful,demo_not_attended
JNR1005MG,USR1093,awareness,1/27/2022,successful,post_demo_followup
JNR1005MG,USR1093,awareness,1/27/2022,successful,post_demo_followup
JNR1005MG,USR1093,consideration,1/27/2022,successful,interested_for_conversion
JNR1005MG,USR1093,consideration,1/28/2022,successful,followup_for_conversion
JNR1005MG,USR1093,consideration,1/29/2022,successful,followup_for_conversion
JNR1005MG,USR1093,conversion,1/28/2022,successful,successful_conversion
JNR1005MG,USR1094,lead,1/17/2022,successful,lead_introduction
JNR1005MG,USR1094,lead,1/18/2022,successful,demo_schedule
JNR1005MG,USR1094,lead,1/18/2022,successful,demo_not_attended
JNR1005MG,USR1095,lead,1/15/2022,unsuccessful,lead_introduction
JNR1005MG,USR1095,lead,1/16/2022,successful,lead_introduction
JNR1005MG,USR1095,lead,1/17/2022,successful,demo_schedule
JNR1005MG,USR1095,lead,1/18/2022,successful,demo_not_attended
JNR1005MG,USR1095,lead,1/18/2022,successful,demo_not_attended
JNR1005MG,USR1095,lead,1/18/2022,successful,demo_not_attended
JNR1005MG,USR1095,awareness,1/18/2022,successful,post_demo_followup
JNR1005MG,USR1095,awareness,1/18/2022,successful,post_demo_followup
JNR1005MG,USR1096,lead,2/21/2022,successful,lead_introduction
JNR1005MG,USR1096,lead,2/23/2022,successful,demo_schedule
JNR1005MG,USR1096,lead,2/23/2022,successful,demo_not_attended
JNR1005MG,USR1096,lead,2/23/2022,successful,demo_not_attended
JNR1005MG,USR1096,lead,2/23/2022,unsuccessful,demo_not_attended
JNR1005MG,USR1096,lead,2/23/2022,successful,demo_not_attended
JNR1005MG,USR1097,lead,2/22/2022,successful,lead_introduction
JNR1005MG,USR1097,lead,2/22/2022,successful,demo_schedule
JNR1005MG,USR1097,lead,2/23/2022,successful,demo_not_attended
JNR1005MG,USR1097,lead,2/23/2022,successful,demo_not_attended
JNR1005MG,USR1097,lead,2/23/2022,unsuccessful,demo_not_attended
JNR1005MG,USR1097,lead,2/23/2022,successful,demo_not_attended
JNR1005MG,USR1097,awareness,2/23/2022,successful,post_demo_followup
JNR1005MG,USR1097,consideration,2/23/2022,unsuccessful,interested_for_conversion
JNR1005MG,USR1097,consideration,2/24/2022,successful,followup_for_conversion
JNR1005MG,USR1097,consideration,2/23/2022,successful,interested_for_conversion
JNR1005MG,USR1098,lead,2/23/2022,unsuccessful,lead_introduction
JNR1005MG,USR1098,lead,2/24/2022,successful,lead_introduction
JNR1005MG,USR1098,lead,2/24/2022,successful,demo_schedule
JNR1005MG,USR1098,lead,2/25/2022,successful,demo_not_attended
JNR1005MG,USR1098,lead,2/25/2022,successful,demo_not_attended
JNR1005MG,USR1098,lead,2/25/2022,successful,demo_not_attended
JNR1005MG,USR1098,awareness,2/25/2022,successful,post_demo_followup
JNR1005MG,USR1099,lead,2/19/2022,successful,lead_introduction
JNR1005MG,USR1099,lead,2/19/2022,successful,demo_schedule
JNR1005MG,USR1099,lead,2/19/2022,successful,demo_not_attended
JNR1005MG,USR1099,lead,2/19/2022,successful,demo_not_attended
JNR1005MG,USR1100,lead,2/19/2022,unsuccessful,lead_introduction
JNR1005MG,USR1100,lead,2/20/2022,successful,lead_introduction
JNR1005MG,USR1100,lead,2/20/2022,successful,demo_schedule
JNR1005MG,USR1100,lead,2/20/2022,successful,demo_not_attended
JNR1006MG,USR1101,lead,1/3/2022,successful,lead_introduction
JNR1006MG,USR1101,lead,1/3/2022,successful,demo_schedule
JNR1006MG,USR1101,lead,1/3/2022,successful,demo_not_attended
JNR1006MG,USR1101,lead,1/3/2022,successful,demo_not_attended
JNR1006MG,USR1101,lead,1/3/2022,unsuccessful,demo_not_attended
JNR1006MG,USR1101,lead,1/3/2022,successful,demo_not_attended
JNR1006MG,USR1102,lead,1/4/2022,successful,lead_introduction
JNR1006MG,USR1102,lead,1/4/2022,successful,demo_schedule
JNR1006MG,USR1102,lead,1/7/2022,successful,demo_not_attended
JNR1006MG,USR1102,lead,1/7/2022,successful,demo_not_attended
JNR1006MG,USR1102,lead,1/7/2022,unsuccessful,demo_not_attended
JNR1006MG,USR1102,lead,1/7/2022,successful,demo_not_attended
JNR1006MG,USR1102,awareness,1/7/2022,successful,post_demo_followup
JNR1006MG,USR1102,consideration,1/7/2022,successful,interested_for_conversion
JNR1006MG,USR1102,consideration,1/7/2022,successful,followup_for_conversion
JNR1006MG,USR1102,consideration,1/7/2022,successful,followup_for_conversion
JNR1006MG,USR1102,conversion,1/7/2022,successful,successful_conversion
JNR1006MG,USR1103,lead,1/1/2022,unsuccessful,lead_introduction
JNR1006MG,USR1103,lead,1/1/2022,successful,lead_introduction
JNR1006MG,USR1103,lead,1/1/2022,successful,demo_schedule
JNR1006MG,USR1103,lead,1/1/2022,successful,demo_not_attended
JNR1006MG,USR1103,lead,1/1/2022,successful,demo_not_attended
JNR1006MG,USR1103,lead,1/1/2022,successful,demo_not_attended
JNR1006MG,USR1103,awareness,1/1/2022,successful,post_demo_followup
JNR1006MG,USR1103,consideration,1/1/2022,successful,interested_for_conversion
JNR1006MG,USR1103,consideration,1/1/2022,successful,followup_for_conversion
JNR1006MG,USR1103,consideration,1/1/2022,successful,followup_for_conversion
JNR1006MG,USR1103,conversion,1/1/2022,successful,successful_conversion
JNR1006MG,USR1104,lead,1/2/2022,successful,lead_introduction
JNR1006MG,USR1104,lead,1/2/2022,successful,demo_schedule
JNR1006MG,USR1104,lead,1/2/2022,successful,demo_not_attended
JNR1006MG,USR1104,lead,1/2/2022,successful,demo_not_attended
JNR1006MG,USR1105,lead,1/3/2022,unsuccessful,lead_introduction
JNR1006MG,USR1105,lead,1/4/2022,successful,lead_introduction
JNR1006MG,USR1105,lead,1/4/2022,successful,demo_schedule
JNR1006MG,USR1105,lead,1/6/2022,successful,demo_not_attended
JNR1006MG,USR1105,awareness,1/6/2022,successful,post_demo_followup
JNR1006MG,USR1105,consideration,1/7/2022,successful,interested_for_conversion
JNR1006MG,USR1105,awareness,1/6/2022,successful,followup_for_consideration
JNR1006MG,USR1105,consideration,1/7/2022,successful,interested_for_conversion
JNR1006MG,USR1105,awareness,1/6/2022,successful,followup_for_consideration
JNR1006MG,USR1106,lead,1/8/2022,successful,lead_introduction
JNR1006MG,USR1106,lead,1/8/2022,successful,demo_schedule
JNR1006MG,USR1106,lead,1/8/2022,successful,demo_not_attended
JNR1006MG,USR1106,lead,1/8/2022,successful,demo_not_attended
JNR1006MG,USR1106,lead,1/8/2022,unsuccessful,demo_not_attended
JNR1006MG,USR1106,lead,1/8/2022,successful,demo_not_attended
JNR1006MG,USR1107,lead,1/8/2022,successful,lead_introduction
JNR1006MG,USR1107,lead,1/8/2022,successful,demo_schedule
JNR1006MG,USR1107,lead,1/10/2022,successful,demo_not_attended
JNR1006MG,USR1107,lead,1/10/2022,successful,demo_not_attended
JNR1006MG,USR1107,awareness,1/10/2022,successful,post_demo_followup
JNR1006MG,USR1107,consideration,1/10/2022,unsuccessful,interested_for_conversion
JNR1006MG,USR1107,consideration,1/10/2022,successful,interested_for_conversion
JNR1006MG,USR1107,consideration,1/10/2022,successful,followup_for_conversion
JNR1006MG,USR1108,lead,1/8/2022,unsuccessful,lead_introduction
JNR1006MG,USR1108,lead,1/8/2022,successful,lead_introduction
JNR1006MG,USR1108,lead,1/8/2022,successful,demo_schedule
JNR1006MG,USR1108,lead,1/8/2022,successful,demo_not_attended
JNR1006MG,USR1108,lead,1/8/2022,successful,demo_not_attended
JNR1006MG,USR1109,lead,1/8/2022,successful,lead_introduction
JNR1006MG,USR1109,lead,1/8/2022,successful,demo_schedule
JNR1006MG,USR1109,lead,1/8/2022,successful,demo_not_attended
JNR1006MG,USR1110,lead,1/8/2022,unsuccessful,lead_introduction
JNR1006MG,USR1110,lead,1/9/2022,successful,lead_introduction
JNR1006MG,USR1110,lead,1/9/2022,successful,demo_schedule
JNR1006MG,USR1110,lead,1/14/2022,successful,demo_not_attended
JNR1006MG,USR1110,lead,1/14/2022,successful,demo_not_attended
JNR1006MG,USR1110,lead,1/14/2022,successful,demo_not_attended
JNR1006MG,USR1110,awareness,1/14/2022,successful,post_demo_followup
JNR1006MG,USR1111,lead,1/15/2022,successful,lead_introduction
JNR1006MG,USR1111,lead,1/15/2022,successful,demo_schedule
JNR1006MG,USR1111,lead,1/20/2022,successful,demo_not_attended
JNR1006MG,USR1111,lead,1/20/2022,successful,demo_not_attended
JNR1006MG,USR1111,lead,1/20/2022,unsuccessful,demo_not_attended
JNR1006MG,USR1111,lead,1/20/2022,successful,demo_not_attended
JNR1006MG,USR1111,awareness,1/20/2022,successful,post_demo_followup
JNR1006MG,USR1111,consideration,1/20/2022,successful,interested_for_conversion
JNR1006MG,USR1111,consideration,1/20/2022,successful,followup_for_conversion
JNR1006MG,USR1111,consideration,1/20/2022,successful,followup_for_conversion
JNR1006MG,USR1112,lead,1/15/2022,successful,lead_introduction
JNR1006MG,USR1112,lead,1/15/2022,successful,demo_schedule
JNR1006MG,USR1112,lead,1/17/2022,successful,demo_not_attended
JNR1006MG,USR1112,lead,1/17/2022,successful,demo_not_attended
JNR1006MG,USR1112,awareness,1/17/2022,successful,post_demo_followup
JNR1006MG,USR1112,consideration,1/17/2022,successful,interested_for_conversion
JNR1006MG,USR1112,consideration,1/17/2022,successful,followup_for_conversion
JNR1006MG,USR1112,consideration,1/17/2022,successful,followup_for_conversion
JNR1006MG,USR1112,conversion,1/17/2022,successful,successful_conversion
JNR1006MG,USR1113,lead,1/17/2022,unsuccessful,lead_introduction
JNR1006MG,USR1113,lead,1/18/2022,successful,lead_introduction
JNR1006MG,USR1113,lead,1/20/2022,unsuccessful,demo_schedule
JNR1006MG,USR1113,lead,1/19/2022,successful,demo_schedule
JNR1006MG,USR1113,lead,1/19/2022,successful,demo_not_attended
JNR1006MG,USR1113,lead,1/19/2022,successful,demo_not_attended
JNR1006MG,USR1113,awareness,1/19/2022,successful,post_demo_followup
JNR1006MG,USR1113,consideration,1/19/2022,successful,interested_for_conversion
JNR1006MG,USR1113,consideration,1/19/2022,unsuccessful,followup_for_conversion
JNR1006MG,USR1113,consideration,1/19/2022,successful,followup_for_conversion
JNR1006MG,USR1113,conversion,1/19/2022,successful,successful_conversion
JNR1006MG,USR1114,lead,1/17/2022,successful,lead_introduction
JNR1006MG,USR1114,lead,1/18/2022,successful,demo_schedule
JNR1006MG,USR1114,lead,1/18/2022,successful,demo_not_attended
JNR1006MG,USR1115,lead,1/15/2022,unsuccessful,lead_introduction
JNR1006MG,USR1115,lead,1/16/2022,successful,lead_introduction
JNR1006MG,USR1115,lead,1/18/2022,successful,demo_schedule
JNR1006MG,USR1115,lead,1/18/2022,successful,demo_not_attended
JNR1006MG,USR1115,lead,1/18/2022,successful,demo_not_attended
JNR1006MG,USR1115,lead,1/18/2022,successful,demo_not_attended
JNR1006MG,USR1115,awareness,1/18/2022,successful,post_demo_followup
JNR1006MG,USR1117,lead,2/19/2022,successful,lead_introduction
JNR1006MG,USR1117,lead,2/21/2022,successful,demo_schedule
JNR1006MG,USR1117,lead,2/23/2022,successful,demo_not_attended
JNR1006MG,USR1117,lead,2/23/2022,successful,demo_not_attended
JNR1006MG,USR1117,lead,2/23/2022,unsuccessful,demo_not_attended
JNR1006MG,USR1117,lead,2/23/2022,successful,demo_not_attended
JNR1006MG,USR1117,awareness,2/23/2022,successful,post_demo_followup
JNR1006MG,USR1117,consideration,2/23/2022,successful,interested_for_conversion
JNR1006MG,USR1117,consideration,2/23/2022,unsuccessful,followup_for_conversion
JNR1006MG,USR1117,consideration,2/23/2022,successful,followup_for_conversion
JNR1006MG,USR1118,lead,2/19/2022,unsuccessful,lead_introduction
JNR1006MG,USR1118,lead,2/19/2022,successful,lead_introduction
JNR1006MG,USR1118,lead,2/20/2022,successful,demo_schedule
JNR1006MG,USR1118,lead,2/22/2022,successful,demo_not_attended
JNR1006MG,USR1118,lead,2/22/2022,successful,demo_not_attended
JNR1006MG,USR1118,lead,2/22/2022,successful,demo_not_attended
JNR1006MG,USR1118,awareness,2/22/2022,successful,post_demo_followup
JNR1006MG,USR1119,lead,2/19/2022,successful,lead_introduction
JNR1006MG,USR1119,lead,2/20/2022,successful,demo_schedule
JNR1006MG,USR1119,lead,2/20/2022,successful,demo_not_attended
JNR1006MG,USR1119,lead,2/20/2022,successful,demo_not_attended
JNR1006MG,USR1120,lead,2/19/2022,unsuccessful,lead_introduction
JNR1006MG,USR1120,lead,2/20/2022,successful,lead_introduction
JNR1006MG,USR1120,lead,2/22/2022,successful,demo_schedule
JNR1006MG,USR1120,lead,2/22/2022,successful,demo_not_attended
JNR1007MG,USR1121,lead,1/1/2022,successful,lead_introduction
JNR1007MG,USR1121,lead,1/1/2022,successful,demo_schedule
JNR1007MG,USR1121,lead,1/1/2022,successful,demo_not_attended
JNR1007MG,USR1121,lead,1/1/2022,successful,demo_not_attended
JNR1007MG,USR1121,lead,1/1/2022,unsuccessful,demo_not_attended
JNR1007MG,USR1121,lead,1/1/2022,successful,demo_not_attended
JNR1007MG,USR1122,lead,1/1/2022,successful,lead_introduction
JNR1007MG,USR1122,lead,1/3/2022,successful,demo_schedule
JNR1007MG,USR1122,lead,1/5/2022,successful,demo_not_attended
JNR1007MG,USR1122,lead,1/5/2022,successful,demo_not_attended
JNR1007MG,USR1122,lead,1/5/2022,unsuccessful,demo_not_attended
JNR1007MG,USR1122,lead,1/5/2022,successful,demo_not_attended
JNR1007MG,USR1122,awareness,1/5/2022,successful,post_demo_followup
JNR1007MG,USR1122,consideration,1/5/2022,successful,interested_for_conversion
JNR1007MG,USR1122,consideration,1/5/2022,successful,followup_for_conversion
JNR1007MG,USR1122,consideration,1/5/2022,successful,followup_for_conversion
JNR1007MG,USR1123,lead,1/1/2022,unsuccessful,lead_introduction
JNR1007MG,USR1123,lead,1/1/2022,successful,lead_introduction
JNR1007MG,USR1123,lead,1/2/2022,successful,demo_schedule
JNR1007MG,USR1123,lead,1/5/2022,successful,demo_not_attended
JNR1007MG,USR1123,lead,1/5/2022,successful,demo_not_attended
JNR1007MG,USR1123,lead,1/5/2022,successful,demo_not_attended
JNR1007MG,USR1123,awareness,1/5/2022,successful,post_demo_followup
JNR1007MG,USR1124,lead,1/1/2022,successful,lead_introduction
JNR1007MG,USR1124,lead,1/2/2022,successful,demo_schedule
JNR1007MG,USR1124,lead,1/2/2022,unsuccessful,demo_not_attended
JNR1007MG,USR1124,lead,1/3/2022,successful,demo_not_attended
JNR1007MG,USR1125,lead,1/1/2022,unsuccessful,lead_introduction
JNR1007MG,USR1125,lead,1/2/2022,successful,lead_introduction
JNR1007MG,USR1125,lead,1/4/2022,successful,demo_schedule
JNR1007MG,USR1125,lead,1/5/2022,successful,demo_not_attended
JNR1007MG,USR1126,lead,1/10/2022,successful,lead_introduction
JNR1007MG,USR1126,lead,1/12/2022,successful,demo_schedule
JNR1007MG,USR1126,lead,1/13/2022,successful,demo_not_attended
JNR1007MG,USR1126,lead,1/13/2022,successful,demo_not_attended
JNR1007MG,USR1126,lead,1/13/2022,unsuccessful,demo_not_attended
JNR1007MG,USR1126,lead,1/13/2022,successful,demo_not_attended
JNR1007MG,USR1127,lead,1/11/2022,successful,lead_introduction
JNR1007MG,USR1127,lead,1/12/2022,successful,demo_schedule
JNR1007MG,USR1127,lead,1/13/2022,successful,demo_not_attended
JNR1007MG,USR1127,lead,1/13/2022,successful,demo_not_attended
JNR1007MG,USR1127,awareness,1/13/2022,successful,post_demo_followup
JNR1007MG,USR1127,consideration,1/13/2022,successful,interested_for_conversion
JNR1007MG,USR1127,consideration,1/13/2022,successful,followup_for_conversion
JNR1007MG,USR1127,consideration,1/13/2022,successful,followup_for_conversion
JNR1007MG,USR1128,lead,1/12/2022,unsuccessful,lead_introduction
JNR1007MG,USR1128,lead,1/13/2022,successful,lead_introduction
JNR1007MG,USR1128,lead,1/14/2022,successful,demo_schedule
JNR1007MG,USR1128,lead,1/15/2022,successful,demo_not_attended
JNR1007MG,USR1128,lead,1/15/2022,successful,demo_not_attended
