product_id,product_name,weight,brand_name,subcategory_name,category_name
2,Amul Taaza Toned Milk Pouch,500 ML,Amul,Fresh Milk,Milk
3,Amul Slim 'N' Trim Milk Pouch,500 ML,Amul,Fresh Milk,Milk
5,Mother Dairy Toned Milk Pouch,500 ML,Mother Dairy,Fresh Milk,Milk
8573,Amul  Moti Toned Milk Pouch,450 ML,Amul,Fresh Milk,Milk
7032,Classic Wooden Tooth Pick,55 GMS,Classic,The Basics,Home Essentials
7210,Farm Fresh No.1 French Fries (Buy 1 Get 1 Free),2 X 400 GM,Farm Fresh No. 1,Frozen Snacks,Frozen
7261,Safal Frozen Aloo Tikki,400 GM,Safal,Frozen Snacks,Frozen
9223,McCain French Fries,420 GM,McCain,Frozen Snacks,Frozen
9229,McCain Smiles,415 GM,McCain,Frozen Snacks,Frozen
9234,McCain Chilli Garlic Potato Bites,420 GM,McCain,Frozen Snacks,Frozen
9238,McCain Aloo Tikki,400 GM,McCain,Frozen Snacks,Frozen
9245,McCain Veggie Burger Patty,360 GM,McCain,Frozen Snacks,Frozen
10709,Amul Hash Brown,0,Amul,Frozen Snacks,Frozen
10710,Amul Aloo Tikki,0,Amul,Frozen Snacks,Frozen
10712,Amul Potato Wedges,0,Amul,Frozen Snacks,Frozen
10729,Safal French Fries,400 GM,Safal,Frozen Snacks,Frozen
10730,Safal French Fries,1 KG,Safal,Frozen Snacks,Frozen
33,Bajaj S.K. White Eggs,10 Units,S K Bajaj,Eggs,Breakfast
4866,Bajaj S.K. White Eggs,25 Units,S K Bajaj,Eggs,Breakfast
6725,Hen Fruit Protein Rich White Eggs,10 Units,Hen Fruit,Eggs,Breakfast
6727,Hen Fruit No Hatch Herbal Eggs,6 Units,Hen Fruit,Eggs,Breakfast
6728,Hen Fruit farm White Eggs,24 Units,Hen Fruit,Eggs,Breakfast
6729,Hen Fruit Humpty Dumpty Growth Eggs,10 Units,Hen Fruit,Eggs,Breakfast
8452,Hen Fruit Max Protein Eggs,30 Units,Hen Fruit,Eggs,Breakfast
9222,Hen Fruit Cornfed Eggs,24 Units,Hen Fruit,Eggs,Breakfast
10839,Premium White Eggs,10 Units,Premium,Eggs,Breakfast
10933,Premium White Eggs,30 Units,Premium,Eggs,Breakfast
3022,Engage Blush Deodorant Spray For Women,150 ML,Engage,Deodorants & Talcum,Personal Care
3035,Engage Tease Deodorant Spray For Women,165 ML,Engage,Deodorants & Talcum,Personal Care
3073,Nivea Deodorant For Women Fresh Natural,150 ML,Nivea,Deodorants & Talcum,Personal Care
3076,Nivea Deodorant Pearl & Beauty Roll On,50 ML,Nivea,Deodorants & Talcum,Personal Care
2125,Rajdhani Select Sooji,500 GM,Rajdhani,Flour,Cooking Delight
7197,Ek Daana Special Danedaar Sooji,500 GM,Ek Daana,Flour,Cooking Delight
8027,Organic Tattava Suji,500 GM,Organic Tattva,Flour,Cooking Delight
10602,Pansari Sooji,500 GM,Pansari,Flour,Cooking Delight
4587,Lakme Nail Color Remover,27 ML,Lakme,Face & Skin,Personal Care
7053,So Good Almond Fresh Nutty & Delicious Chocolate Milk,1 LTR,So Good,Vegan Milk,Milk
9493,So Good Almond Fresh Nutty & Delicious Almond Milk Vanilla,200 ML,So Good,Vegan Milk,Milk
10898,Raw Pressery Turmeric Almond Milk,0,Raw Pressery,Vegan Milk,Milk
10899,Raw Pressery Cacao Almond Milk,200 ML,Raw Pressery,Vegan Milk,Milk
5027,Cauliflower (Season's Favourite),800 - 1 KG,Fresh,Vegetables,Fresh
5051,Broccoli,500 GM,Fresh,Vegetables,Fresh
10461,Gaath Gobhi  (Knol Khol ),500 GM,Fresh,Vegetables,Fresh
5877,Cadbury Eclairs Choco Candy,137.5 GM,Cadbury,Chocolates & Candies,Snacks
10041,Alpenliebe Creamfills Butter Toffee,46 Units ( 174.8 GM),Alpenliebe,Chocolates & Candies,Snacks
10043,Alpenliebe Gold Rich Milky Caramel Toffee,179.4 GM ( 46 Pcs),Alpenliebe,Chocolates & Candies,Snacks
3848,Pepsi,600 ML,Pepsi,Aerated Drinks,Beverages
3851,Pepsi  Diet Can,250 ML,Pepsi,Aerated Drinks,Beverages
4203,Coca Cola,600 ML,Coca Cola,Aerated Drinks,Beverages
4219,Pepsi,1.5 LTR,Pepsi,Aerated Drinks,Beverages
4532,Coca Cola Can,300 ML,Coca Cola,Aerated Drinks,Beverages
4534,Thums Up Can,300 ML,Thums Up,Aerated Drinks,Beverages
5118,Coca Cola,1.25 LTR,Coca Cola,Aerated Drinks,Beverages
6589,7 UP Nimbooz,350 ML,7UP,Aerated Drinks,Beverages
8248,Pepsi Black Can,250 ML,Pepsi,Aerated Drinks,Beverages
8592,Thums Up,600 ML,Thums Up,Aerated Drinks,Beverages
9862,Pepsi,2 LTR,Pepsi,Aerated Drinks,Beverages
4784,Nissin Cup Noodles Spiced Chicken,70 GM,Nissin,Noodles & Pasta,Packaged Food
4785,Nissin Cup Noodles Veggi Manchow,70 GM,Nissin,Noodles & Pasta,Packaged Food
4786,Nissin Cup Noodles Mazedaar Masala,70 GM,Nissin,Noodles & Pasta,Packaged Food
9998,Maggi  Masala Cuppa Noodles,70 GM,Maggi,Noodles & Pasta,Packaged Food
3844,Diet Coke,500 ML,Coca Cola,Aerated Drinks,Beverages
4531,Diet Coke Can,300 ML,Coca Cola,Aerated Drinks,Beverages
2492,Comfort After Wash  Anti Bacterial Action -  Fabric Conditioner,860 ML,Comfort,Detergents,Cleaning Essentials
2493,Comfort After Wash Lily Fresh Fabric Conditioner,220 ML,Comfort,Detergents,Cleaning Essentials
2494,Comfort After Wash Morning Fresh Fabric Conditioner,220 ML,Comfort,Detergents,Cleaning Essentials
2496,Revive Liquid,400 GM,Revive,Detergents,Cleaning Essentials
2497,Rin Ala Fabric Whitener,500 ML,Rin,Detergents,Cleaning Essentials
2498,Robin Dazzling Liquid Blue,200 ML,Robin,Detergents,Cleaning Essentials
7907,Comfort After Wash Morning Fresh Fabric Conditioner,430 ML,Comfort,Detergents,Cleaning Essentials
9572,Comfort After Wash Lily Fresh- Fabric Conditioner,860 ML,Comfort,Detergents,Cleaning Essentials
10463,Wipro Safewash ( Buy 1 Get 1 Free ),2 X 500 ML,Wipro,Detergents,Cleaning Essentials
9690,Fru2go Mango Banana Fruit Puree Blend,90 GM,FRU2go,Chips & Popcorns,Snacks
9691,Fru2go Mix Fruit Puree Blend,0,FRU2go,Chips & Popcorns,Snacks
9693,Fru2go Apple Banana Fruit Puree Blend,90 GM,FRU2go,Chips & Popcorns,Snacks
10042,Alpenliebe Gold Creme Strawberry Flavour,174.8 GM ( 46 Pcs),Alpenliebe,Chocolates & Candies,Snacks
10282,Mentos Pure Sugarfree Spearmint Flavour,54.6 GM,Mentos,Chocolates & Candies,Snacks
9973,L'Oreal Paris Smooth Intense Serum,100 ML,L'Oreal,Hair Care,Personal Care
6255,Krack Happy Feet Heel Repair Foot Cream,25 GM,Krack,Pain Relievers,Wellness & Health
10165,EggOn Liquid Egg Whites Eggs,300 ML (EQUIVALENT TO 12-14 EGG WHITES),Egg On,Eggs,Breakfast
7194,Ek Daana Marwari Moong Daal Parantha Atta,1 KG,Ek Daana,Flour,Cooking Delight
2132,Fortune Kachi Ghani Pure Mustard Oil PET,1 LTR,Fortune,Oils & Ghee,Cooking Delight
4373,Fortune Kachi Ghani Pure Mustard Oil PET,500 ML,Fortune,Oils & Ghee,Cooking Delight
4380,Nature Fresh Purita Premium Kachi Ghani Mustard Oil,1 LTR,Nature Fresh,Oils & Ghee,Cooking Delight
5553,Dhara Kachhi Ghani Mustard Oil (Bottle),1 LTR,Dhara,Oils & Ghee,Cooking Delight
5588,Patanjali Mustard Oil Bottle,1 LTR,Patanjali,Oils & Ghee,Cooking Delight
8936,Dhara Kachhi Ghani Mustard Oil Jar,5 LTR,Dhara,Oils & Ghee,Cooking Delight
10581,Pansari Kacchi Ghani Mustard Oil,1 LTR,Pansari,Oils & Ghee,Cooking Delight
110,Britannia Good Day Pista Badam Nuts Cookie,200 GM,Britannia,Biscuits & Cake,Snacks
113,Britannia Good Day Rich Cashew Cookies,200 GM,Britannia,Biscuits & Cake,Snacks
193,Britannia Good Day Rich Cashew Cookies,60 GM,Britannia,Biscuits & Cake,Snacks
2738,Unibic Fruit & Nut Cookies,75 GM,Unibic,Biscuits & Cake,Snacks
5305,Karachi Bakery Fruit Biscuits,400 GM,Karachi Bakery,Biscuits & Cake,Snacks
5308,Karachi Bakery Fruit Biscuits,800 GM,Karachi Bakery,Biscuits & Cake,Snacks
5309,Karachi Bakery Chocolate Cashew Biscuits,400 GM,Karachi Bakery,Biscuits & Cake,Snacks
5312,Karachi Bakery Osmania Biscuits,400 GM,Karachi Bakery,Biscuits & Cake,Snacks
5968,Sunfeast Mom's Magic Cashew & Almond Cookie,200 GM,Sunfeast,Biscuits & Cake,Snacks
8185,Priyagold Butter Bite Badam Pista Biscuit (Buy 1 Get 1 Free) (Best Before 31-May-18),2 X 200 GM,Priyagold,Biscuits & Cake,Snacks
8934,Paushtaa Almond Cinnamon Jaggery Cookies,75 GM,Paushtaa,Biscuits & Cake,Snacks
10436,Unibic Pista Badam Cookies,75 GM,Unibic,Biscuits & Cake,Snacks
6496,Betty Crocker Original Pancake Mix,1 KG,Betty Crocker,Ready to Cook & Eat,Packaged Food
7851,Betty Crocker Pancake Mix (Original),500 GM,Betty Crocker,Ready to Cook & Eat,Packaged Food
11133,Slurrp Farm Millet Pancake Mix Banana Choco-chip & Supergrains,150 GM,Slurrp Farm,Ready to Cook & Eat,Packaged Food
11134,Slurrp Farm Millet Pancake Mix Chocolate & Supergrains,150 GM,Slurrp Farm,Ready to Cook & Eat,Packaged Food
4714,Pomegranate (Anaar),2 PC,Fresh,Fruits,Fresh
52,Amul Lassi Tetra Pak,200 ML,Amul,Drinks,Dairy Goodness
4980,Amul Lassi Tetra Pak,250 ML,Amul,Drinks,Dairy Goodness
7594,Mother Dairy Sweet Lassi  Bottle,200 ML,Mother Dairy,Drinks,Dairy Goodness
7718,Mother Dairy Tasty & Refreshing Sweet Lassi Tetra Pak,200 ML,Mother Dairy,Drinks,Dairy Goodness
7922,Mother Dairy Strawberry Lassi Bottle-,200 ML,Mother Dairy,Drinks,Dairy Goodness
8079,Mother Dairy Mango Lassi Bottle,200 ML,Mother Dairy,Drinks,Dairy Goodness
11354,Amul Mango Lassi Tetra Pak,200 ML,Amul,Drinks,Dairy Goodness
9266,Schweppes Indian Tonic Water Can,300 ML,Schweppes,Water,Beverages
4059,Pillsbury Chakki Fresh Atta,5 KG,Pillsbury,Flour,Cooking Delight
4206,24 Mantra Organic Atta Whole Wheat,1 KG,24 Mantra,Flour,Cooking Delight
5119,Aashirvaad Shudh chakki Atta,5 KG,Aashirvaad,Flour,Cooking Delight
5535,24 Mantra Organic Whole Wheat Atta,5 KG,24 Mantra,Flour,Cooking Delight
7201,Ek Daana Whole Wheat/ Chokar purn  Atta,5 KG,Ek Daana,Flour,Cooking Delight
7203,Ek Daana Whole Wheat/ Chokar purn Atta,1 KG,Ek Daana,Flour,Cooking Delight
7389,Ek Daana Royal Sharbati Atta,1 KG,Ek Daana,Flour,Cooking Delight
7542,Nature Fresh Sampoorna Chakki Atta,5 KG,Nature Fresh,Flour,Cooking Delight
155,Tropicana Apple Delight Juice,200 ML,Tropicana,Juices & Concentrates,Beverages
213,Tropicana Apple Delight Juice,1 LTR,Tropicana,Juices & Concentrates,Beverages
3868,Real Apple Juice,"180 ML,TETRA PACK",Real,Juices & Concentrates,Beverages
4704,24 Mantra Organic Apple Juice,0,24 Mantra,Juices & Concentrates,Beverages
7892,Tropicana 100% Apple Juice,1 LTR,Tropicana,Juices & Concentrates,Beverages
10087,B Natural Apple Juice,180 ML,B Natural,Juices & Concentrates,Beverages
11194,Real Activ 100% Apple Juice No Added Sugar,1 LTR,Real,Juices & Concentrates,Beverages
8756,Nestle Ceregrow Multigrain Cereal with Milk & Fruit (2 To 5 Years),300 GM,Nestle,Cereals,Breakfast
2235,India Gate Basmati Rice Super,1 KG,India Gate,Rice,Cooking Delight
2236,India Gate Tibar Basmati Rice,1 KG,India Gate,Rice,Cooking Delight
4037,Daawat Rozana Basmati Rice Gold,1 KG,Daawat,Rice,Cooking Delight
4111,India Gate Basmati Rice Classic,1 KG,India Gate,Rice,Cooking Delight
4113,India Gate Basmati Rice Super,5 KG,India Gate,Rice,Cooking Delight
4114,India Gate Basmati Rice Feast Rozzana,1 KG,India Gate,Rice,Cooking Delight
4115,India Gate Basmati Rice Feast Rozanna,5 KG,India Gate,Rice,Cooking Delight
4116,India Gate Basmati Rice Dubar,1 KG,India Gate,Rice,Cooking Delight
4117,India Gate Basmati Rice Dubar,5 KG,India Gate,Rice,Cooking Delight
4120,Daawat Rozana Basmati Rice Gold,5 KG,Daawat,Rice,Cooking Delight
4289,Daawat Basmati Rice - Pulav,1 KG,Daawat,Rice,Cooking Delight
4291,Daawat Basmati Rice Traditional,5 KG,Daawat,Rice,Cooking Delight
4383,India Gate Basmati Rice Mogra,1 KG,India Gate,Rice,Cooking Delight
4384,India Gate Basmati Rice Mogra,5 KG,India Gate,Rice,Cooking Delight
9252,Bemisal Popular Basmati Rice,0,Bemisaal,Rice,Cooking Delight
10583,Pansari Signature Basmati Rice,1 KG,Pansari,Rice,Cooking Delight
10584,Pansari Royal Basmati Rice,1 KG,Pansari,Rice,Cooking Delight
10596,Pansari Signature Basmati Rice,5 KG,Pansari,Rice,Cooking Delight
10605,Bemisal Mother's Choice Basmati Rice,5 KG,Bemisaal,Rice,Cooking Delight
4027,Country Delight Buffalo Milk Pouch,0,Country Delight,Fresh Milk,Milk
3918,Heinz Baked Beans in Tomato Sauce,415 GM,Heinz,Ready to Cook & Eat,Packaged Food
2784,Kurkure Chilli Chatka,90 GM,Kurkure,Chips & Popcorns,Snacks
2785,Kurkure Masala Munch,95 GM,Kurkure,Chips & Popcorns,Snacks
2786,Kurkure Puffcorn Yummy Cheese,55 GM,Kurkure,Chips & Popcorns,Snacks
2787,Lays American Style Cream & Onion Flavour,52 GM,Lays,Chips & Popcorns,Snacks
2788,Lays Simple Classic Salted,60 GM,Lays,Chips & Popcorns,Snacks
2790,Lays India's Magic Masala,90 GM,Lays,Chips & Popcorns,Snacks
2791,Lays India's Magic Masala,167 GM,Lays,Chips & Popcorns,Snacks
2792,Lays India's Magic Masala,52 GM,Lays,Chips & Popcorns,Snacks
2793,Lays Maxx Sizzling Barbeque,63 GM,Lays,Chips & Popcorns,Snacks
2794,Lays Spanish Tomato Tango Potato Chips,52 GM,Lays,Chips & Popcorns,Snacks
4205,Lays Maxx Macho Chilli,63 GM,Lays,Chips & Popcorns,Snacks
4402,Bingo Mad Angles Achari Masti,72.5 GM,Bingo,Chips & Popcorns,Snacks
4405,Bingo Mad Angles Mmmmm Masala,72.5 GM,Bingo,Chips & Popcorns,Snacks
4406,Bingo Mad Angles Tomato Madness,72.5 GM,Bingo,Chips & Popcorns,Snacks
4414,Bingo Potato Salted Chips,52 GM,Bingo,Chips & Popcorns,Snacks
7385,Lays Naughty Limon Flavour,52 GM,Lays,Chips & Popcorns,Snacks
8057,Lays Maxx Hot N Sour Punch,57 GM,Lays,Chips & Popcorns,Snacks
8440,Nourish Organics Brown Rice Snacks,150 GM,Nourish Organics,Chips & Popcorns,Snacks
8603,Lays Crispz Herb & Onion,52 GM,Lays,Chips & Popcorns,Snacks
8891,24 Mantra Organic Bites Pizza Mazaa,0,24 Mantra,Chips & Popcorns,Snacks
8893,24 Mantra Organic Bites Chatpata Mazaa,0,24 Mantra,Chips & Popcorns,Snacks
9510,Haldiram's Mast Masala Chips,65.5 GM,Haldiram's,Chips & Popcorns,Snacks
9511,Haldiram's  Pudina Treat Chips,65.5 GM,Haldiram's,Chips & Popcorns,Snacks
9879,Lays American Style Cream & Onion Flavour Party Pack,167 GM,Lays,Chips & Popcorns,Snacks
9880,Lays Simple Classic Salted,90 GM,Lays,Chips & Popcorns,Snacks
9881,Lays Flirty Tomato Tango Potato Chips,90 GM,Lays,Chips & Popcorns,Snacks
9882,Lays American Style Cream & Onion Flavour,90 GM,Lays,Chips & Popcorns,Snacks
9890,Uncle Chipps Spicy Treat,55 GM,Uncle Chipps,Chips & Popcorns,Snacks
10398,Opera Potato Crisps Cheese Jalapeno,55 GM,Cremica,Chips & Popcorns,Snacks
10510,Akarshit Sabudana  Katori,0,Akarshit Snacks,Chips & Popcorns,Snacks
11075,Akarshit Aloo Tikka,70 GM,Akarshit Snacks,Chips & Popcorns,Snacks
11076,Akarshit Choolai Patti,90 GM,Akarshit Snacks,Chips & Popcorns,Snacks
11077,Akarshit Dry Fruit Lachha Mixture,140 GM,Akarshit Snacks,Chips & Popcorns,Snacks
11078,Akarshit Lachha Peanuts,140 GM,Akarshit Snacks,Chips & Popcorns,Snacks
11080,Akarshit Petha,400 GM,Akarshit Snacks,Chips & Popcorns,Snacks
11126,Corn Chef Masala Corn Khakhra,0,Corn Chef,Chips & Popcorns,Snacks
11127,Corn Chef Jeera Corn Khakhra,0,Corn Chef,Chips & Popcorns,Snacks
11318,Go Grub Peanut Blueberry Bar (Pack of 10),300 GM,Go Grub,Chips & Popcorns,Snacks
11349,To Be Healthy Peri Peri Sweet Potato Chips,30 GM,To Be Healthy,Chips & Popcorns,Snacks
11350,To Be Healthy Spiced Okra Chips,25 GM,To Be Healthy,Chips & Popcorns,Snacks
11351,To Be Healthy Crispy Beetroot Chips,30 GM,To Be Healthy,Chips & Popcorns,Snacks
11352,To Be Healthy Chips (Free Sample),10 GM,To Be Healthy,Chips & Popcorns,Snacks
219,Limca,600 ML,Limca,Aerated Drinks,Beverages
3847,Mountain Dew,750 ML,Mountain Dew,Aerated Drinks,Beverages
4535,Sprite Can,300 ML,Sprite,Aerated Drinks,Beverages
6607,Limca Aerated Drink,2 LTR,Limca,Aerated Drinks,Beverages
6626,Sprite Aerated Drink,1.25 LTR,Sprite,Aerated Drinks,Beverages
7312,Sprite,600 ML,Sprite,Aerated Drinks,Beverages
8015,7UP Nimbooz Masala Soda,600 ML,7UP,Aerated Drinks,Beverages
9819,Mountain Dew,2.25 LTR,Mountain Dew,Aerated Drinks,Beverages
11200,Coca Cola Zero,300 ML,Coca Cola,Aerated Drinks,Beverages
3611,Weikfield Cocoa Powder,150 GM,Weikfield,Ready to Cook & Eat,Packaged Food
8270,Hershey's Cocoa Powder Natural Unsweetened,225 GM,Hershey's,Ready to Cook & Eat,Packaged Food
10670,Cadbury Cocoa Powder Mix,150 GM,Cadbury,Ready to Cook & Eat,Packaged Food
3387,L'Oreal Paris 6 Oil Nourish Conditioner,175 ML + 17.5 ML,L'Oreal,Hair Care,Personal Care
3388,L'Oreal Paris Colour Protect Conditioner,175 ML + 17.5 ML,L'Oreal,Hair Care,Personal Care
3399,Tresemme Keratin Smooth Conditioner,190 ML,Tresemme,Hair Care,Personal Care
11147,Dove Dryness Care Conditioner,180 ML,Dove,Hair Care,Personal Care
7025,Classic Cotton Balls,50 BALLS,Classic,The Basics,Home Essentials
2180,24 Mantra Organic Corn Dalia,500 GM,24 Mantra,Indian Breakfast,Breakfast
2205,Rajdhani Dalia,500 GM,Rajdhani,Indian Breakfast,Breakfast
7199,Ek Daana High Fibre Daliia,500 GM,Ek Daana,Indian Breakfast,Breakfast
10601,Pansari Dalia,500 GM,Pansari,Indian Breakfast,Breakfast
5396,GOK Idli/Dosa Batter,900 GM,Gods Own Kitchen,Idli-Dosa Batter,Fresh
7105,Amma's Special Idli / Dosa Batter,1 KG,Amma's Special,Idli-Dosa Batter,Fresh
10795,Fingerlix  Idli Dosa Uttapam Batter,0,Fingerlix,Idli-Dosa Batter,Fresh
10796,Fingerlix  Multi Grain Idli Dosa Batter,0,Fingerlix,Idli-Dosa Batter,Fresh
4266,Classic Dustbin Garbage Bags Medium (Black Color),"30 Pcs, 50 CM X 50 CM",Classic,Cleaning Accessories,Cleaning Essentials
4267,Classic Dustbin Garbage Bags Large (Black Color),"10 Pcs, 60 CM x 80 CM",Classic,Cleaning Accessories,Cleaning Essentials
4268,Classic Dustbin Garbage Bags Jumbo (Black Color),"5 Pcs, 75 CM x 100",Classic,Cleaning Accessories,Cleaning Essentials
6832,A-One Garbage Bags Large (Green Color),"40 Pcs, 60 CM X 80 CM",A One,Cleaning Accessories,Cleaning Essentials
6999,Classic Dustbin Garbage Bags Small (Black Color),"40 Pcs, 37 CM x 45 CM",Classic,Cleaning Accessories,Cleaning Essentials
7003,Classic Garbage Bag Small Xtra (Blue Color),"80 Pcs, 37 CM X 45 CM",Classic,Cleaning Accessories,Cleaning Essentials
7004,Classic Garbage Bag Medium Xtra (Blue Color),"60 Pcs, 50 CM X 50 CM",Classic,Cleaning Accessories,Cleaning Essentials
7005,Classic Garbage Bag Large Xtra (Blue Color),"20 Pcs, 60 CM X 80 CM",Classic,Cleaning Accessories,Cleaning Essentials
7035,A-One Garbage Bags Small (Green Color),"160 Pcs, 37 CM x 45 CM",A One,Cleaning Accessories,Cleaning Essentials
7036,A-One Garbage Bags Medium (Green Color),"120 Pcs, 50 CM x 50 CM",A One,Cleaning Accessories,Cleaning Essentials
7038,A-One Garbage Bags Jumbo (Green Color),"20 Pcs, 75 CM X 100 CM",A One,Cleaning Accessories,Cleaning Essentials
8294,Classic Fridge Vegetable Fruit Bag Pack of 3 (Buy 2 Get 1 Free),3 X 3 Bags,Classic,Cleaning Accessories,Cleaning Essentials
8456,Tropicana 100% Grape Juice,1 LTR,Tropicana,Juices & Concentrates,Beverages
10737,Real Grape Juice,1 LTR,Real,Juices & Concentrates,Beverages
156,Tropicana Guava Delight Juice,200 ML,Tropicana,Juices & Concentrates,Beverages
3872,Real Guava Juice,180 ML,Real,Juices & Concentrates,Beverages
3880,Tropicana Guava Delight Juice,1 LTR,Tropicana,Juices & Concentrates,Beverages
10089,B Natural Guava Juice,180 ML,B Natural,Juices & Concentrates,Beverages
10404,Paper Boat Chilli Guava,200 ML,Paper Boat,Juices & Concentrates,Beverages
10405,Paper Boat Chilli Guava.,200 ML,Paper Boat,Juices & Concentrates,Beverages
4605,Dabur Chyawanprash (Get Extra 50 GM Free ),550 GM,Dabur,Health Foods,Packaged Food
5802,Patanjali Amla Murabba,1 KG,Patanjali,Health Foods,Packaged Food
6616,Paper Boat Jamun Zero Sugar,200 ML,Paper Boat,Juices & Concentrates,Beverages
3819,Paper Boat Aam Panna,200 ML,Paper Boat,Juices & Concentrates,Beverages
3820,Paper Boat Aamras Drink,200 ML,Paper Boat,Juices & Concentrates,Beverages
3862,Tang Mango,500 GM,Tang,Juices & Concentrates,Beverages
3873,Real Mango Juice,"180 ML,TETRA PACK",Real,Juices & Concentrates,Beverages
3883,Tropicana Mango Delight Juice,200 ML,Tropicana,Juices & Concentrates,Beverages
4694,Frooti Mango Drink,150 ML,Frooti,Juices & Concentrates,Beverages
4699,Tropicana Thickest Mango Drink Slice,1.2 LTR,Tropicana,Juices & Concentrates,Beverages
5361,24 Mantra Organic Mango Juice,0,24 Mantra,Juices & Concentrates,Beverages
7672,24 Mantra Organic Mango Juice,0,24 Mantra,Juices & Concentrates,Beverages
7832,Tang Mango,75 GM,Tang,Juices & Concentrates,Beverages
8125,Paper Boat Aamras,1 LTR,Paper Boat,Juices & Concentrates,Beverages
3519,Colgate Plax Complete Care Mouthwash,250 ML,Colgate,Oral Care,Personal Care
3520,Colgate Plax Freshmint Splash Mouthwash.,250 ML,Colgate,Oral Care,Personal Care
3521,Colgate Plax Fresh Tea Mouthwash,500 ML,Colgate,Oral Care,Personal Care
3526,Listerine Cool Mint Mouthwash,500 ML,Listerine,Oral Care,Personal Care
6079,Colgate Plax Peppermint Fresh Mouthwash,250 ML,Colgate,Oral Care,Personal Care
7916,Listerine Cool Mint Mouthwash,250 ML,Listerine,Oral Care,Personal Care
8306,Colgate Plax Freshmint Splash Mouthwash,250 ML,Colgate,Oral Care,Personal Care
8307,Colgate Plax Fresh Tea Mouthwash,250 ML,Colgate,Oral Care,Personal Care
8308,Colgate Plax Fresh Tea Mouthwash,60 ML,Colgate,Oral Care,Personal Care
8309,Colgate Plax Spicy Fresh Alcohol Free Mouthwash,250 ML,Colgate,Oral Care,Personal Care
7,Harvest Gold Hearty Brown Bread,400 GM,Harvest Gold,Breads,Breakfast
8,Harvest Gold 100% Atta Bread,450 GM,Harvest Gold,Breads,Breakfast
10,Harvest Gold White Bread,350 GM,Harvest Gold,Breads,Breakfast
23,Harvest Gold Sandwich Bread,450 GM,Harvest Gold,Breads,Breakfast
4943,English Oven Milk Bread,400 GM,English Oven,Breads,Breakfast
4944,English Oven Atta Bread,400 GM,English Oven,Breads,Breakfast
4945,English Oven Brown Bread,400 GM,English Oven,Breads,Breakfast
4946,English Oven Sandwich Bread,400 GM,English Oven,Breads,Breakfast
4953,English Oven Jumbo Premium White Bread,700 GM,English Oven,Breads,Breakfast
5337,Coco Company Whole Wheat Bread,350 GM,The Coco Company,Breads,Breakfast
6935,English Oven Whole Meal Bread,400 GM,English Oven,Breads,Breakfast
8909,Paushtaa Whole Wheat Garlic Bread,300 GM,Paushtaa,Breads,Breakfast
47,Nestle Acti Plus Probiotic Dahi Cup,400 GM,Nestle,Yogurt & Cream,Dairy Goodness
48,Nestle A+ Nourish Dahi Cup,400 GM,Nestle,Yogurt & Cream,Dairy Goodness
49,Nestle A+ Slim Low Fat Dahi Cup,400 GM,Nestle,Yogurt & Cream,Dairy Goodness
2329,Nestle A+ Bhuna Jeera Raita Cup,380 GM,Nestle,Yogurt & Cream,Dairy Goodness
2345,Mother Dairy Ultimate Dahi Cup,400 GM,Mother Dairy,Yogurt & Cream,Dairy Goodness
4877,Nestle Fresh Naturally Dahi Pouch,400 GM,Nestle,Yogurt & Cream,Dairy Goodness
4895,Mother Dairy Classic Dahi Pouch,400 GM,Mother Dairy,Yogurt & Cream,Dairy Goodness
6981,Mother Dairy Advanced Probiotic Curd Cup,400 GM,Mother Dairy,Yogurt & Cream,Dairy Goodness
7264,Mother Dairy Classic Dahi Cup,400 GM,Mother Dairy,Yogurt & Cream,Dairy Goodness
8247,Gopaljee Ananda Dahi Cup,380 GM,Gopaljee,Yogurt & Cream,Dairy Goodness
8252,Gopaljee Ananda Dahi Mataka,500 GM,Gopaljee,Yogurt & Cream,Dairy Goodness
9338,Amul Premium Dahi Cup,400 GM,Amul,Yogurt & Cream,Dairy Goodness
9339,Amul Masti Dahi Pouch,400 GM,Amul,Yogurt & Cream,Dairy Goodness
9412,Amul Masti Dahi Cup,200 GM,Amul,Yogurt & Cream,Dairy Goodness
11225,Mother Dairy Slim Dahi Cup,0,Mother Dairy,Yogurt & Cream,Dairy Goodness
4700,Britannia Premium Bake Rusk,273 GM,Britannia,Biscuits & Cake,Snacks
3589,Gillette Regular Pre Shave Foam,196 GM,Gillette,Shaving,Personal Care
4744,Gillette Shave Gel Ultra Comfort,60 GM,Gillette,Shaving,Personal Care
4369,Fortune Soyabean Refined Oil Pouch,1 LTR,Fortune,Oils & Ghee,Cooking Delight
4370,Fortune Refined Soyabean Oil Jar,5 LTR,Fortune,Oils & Ghee,Cooking Delight
6695,Nature Fresh Acti Lite  Refined Soyabean Oil,1 LTR,Nature Fresh,Oils & Ghee,Cooking Delight
8939,Dhara Soyabean Oil Pouch,1 LTR,Dhara,Oils & Ghee,Cooking Delight
10592,Pansari Refined Soyabean Oil Pouch,1 LTR,Pansari,Oils & Ghee,Cooking Delight
4690,Dabur Hommade Tomato Puree,200 GM,Dabur,Spices & Pastes,Cooking Delight
4692,Kissan Tomato Puree,200 GM,Kissan,Spices & Pastes,Cooking Delight
4282,24 Mantra Organic Cumin,100 GM,24 Mantra,Spices & Pastes,Cooking Delight
